Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Marin Stinson E,marin-stinson-e,"<p><em>Urban Electric Comfort E-Bike · 27.5&quot; · Sizes S/M/L/XL</em></p>
<p>Marin's renowned Stinson comfort bike, now with a boost. The Stinson E delivers a smooth 250W rear hub motor in a fun, stylish, upright-riding package — perfect for bike path cruising and daily commuting. The integrated 340Wh in-tube battery keeps the downtube clean and the weight centered, and the torque-sensing bottom bracket means power comes on as natural as your pedal stroke. Upright, relaxed, and effortlessly electric.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Series 1 Comfort, E-Bike Specific, 6061 Aluminum, 27.5&quot; Wheels, Disc Specific, Comfort Control Geometry, Kickstand/Fender/Rack Mounts</li>
  <li><strong>Motor:</strong> Bafang 250W Rear Hub Motor, 40Nm torque, Class 1 (20mph / 32km/h)</li>
  <li><strong>Battery:</strong> Bafang 340Wh, 36V, Integrated In-Tube</li>
  <li><strong>Range:</strong> 15–62 miles (25–100 km) depending on mode/terrain</li>
  <li><strong>Fork:</strong> CrMo Steel, Straight Blade, Disc Specific, Fender &amp; Rack Eyelets</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Series 1 Comfort, E-Bike Specific, 6061 Aluminum, 27.5&quot; Wheels, Disc Specific, Comfort Control Geometry, Kickstand/Fender/Rack Mounts</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>CrMo Steel, Straight Blade, Disc Specific, Fender &amp; Rack Eyelets</td>
    </tr>
    <tr>
      <td><strong>Motor</strong></td>
      <td>Bafang 250W Rear Hub Motor, 40Nm torque, Class 1 (20mph / 32km/h)</td>
    </tr>
    <tr>
      <td><strong>Battery</strong></td>
      <td>Bafang 340Wh, 36V, Integrated In-Tube</td>
    </tr>
    <tr>
      <td><strong>Range</strong></td>
      <td>15–62 miles (25–100 km) depending on mode/terrain</td>
    </tr>
    <tr>
      <td><strong>Display / App</strong></td>
      <td>Handlebar-mount LCD switch &amp; display; Bafang Go App compatible</td>
    </tr>
    <tr>
      <td><strong>Rear Derailleur</strong></td>
      <td>Shimano Acera, 8-speed</td>
    </tr>
    <tr>
      <td><strong>Shifter</strong></td>
      <td>Shimano Altus 8-speed RapidFire</td>
    </tr>
    <tr>
      <td><strong>Crankset</strong></td>
      <td>Alloy, 38T steel chainring with ring guard</td>
    </tr>
    <tr>
      <td><strong>Bottom Bracket</strong></td>
      <td>Integrated Torque Sensing, Sealed Cartridge, Square Taper</td>
    </tr>
    <tr>
      <td><strong>Cassette</strong></td>
      <td>SunRace 8-speed, 11-34T</td>
    </tr>
    <tr>
      <td><strong>Chain</strong></td>
      <td>KMC Z8</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>Tektro MDM280 Mechanical Disc, 160mm rotors (F/R)</td>
    </tr>
    <tr>
      <td><strong>Rims</strong></td>
      <td>Marin Aluminum Double Wall, Disc Specific</td>
    </tr>
    <tr>
      <td><strong>Tires</strong></td>
      <td>Vee Tire Co. Speedster, 27.5&quot; x 2.35&quot;, Puncture Protection</td>
    </tr>
    <tr>
      <td><strong>Handlebar / Stem</strong></td>
      <td>Marin Alloy, 25mm rise, 18° backsweep / Marin Alloy 45mm</td>
    </tr>
    <tr>
      <td><strong>Seatpost / Saddle</strong></td>
      <td>Marin Alloy 30.9mm / Marin Comfort</td>
    </tr>
    <tr>
      <td><strong>Pedals</strong></td>
      <td>Nylon Platform</td>
    </tr>
  </tbody>
</table>",Marin,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Electric Bike,"Bike, Marin, Electric Bike",TRUE,Active,736699003,843346119438,Size,Large,,Color,Black,,,,,2100.00,,1431.08,TRUE,,,,,,shopify,1,DENY,25000,g,TRUE,manual,https://marinbikes.com/cdn/shop/files/2025_MARIN_STINSON_E_BLACK_SIDE_1_grande.png?v=1753862906,1,Marin Stinson E - ChainLine Cycle,,FALSE,Marin Stinson E | Marin Bicycle,"Urban Electric Comfort E-Bike · 27.5&quot; · Sizes S/M/L/XL Marin's renowned Stinson comfort bike, now with a boost. The Stinson E delivers a smooth 250W rear hub motor in a fun, stylish, upright-riding package — perfect for bike path cruising and daily commuting. The integrated 340Wh in-tube batter",black,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Adult (13+ years old),736699003,,,New,FALSE,,,,,
Marin Four Corners 1,marin-four-corners-1,"<p><em>Steel Adventure Tourer · 650B (XS/S) or 700C (M/L/XL)</em></p>
<p>A classic steel tourer, revived and modernized. A butted 4130 CrMo frame and fork designed to be comfortable on rough roads and bomb-proof under fully loaded touring. Six bottle mounts, rack and fender eyelets, lowrider fork mounts, and dozens of bikepacking bosses above and below the top tube. Recent 2024+ versions come with a MicroShift Sword 2x9 drivetrain (older versions used Shimano Sora 3x9), wide-range gearing, Tektro Spyre-C mechanical discs, and size-specific wheels for optimal fit. Life is about the journey.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Series 1 4130 CrMo Steel, Size-Specific Wheels (XS/S = 650B, M/L/XL = 700C), Biometric Touring Geometry, Fender &amp; Rack Mounts, Disc Mount, Six Bottle Mounts, Plentiful Gear Mounts</li>
  <li><strong>Fork:</strong> Butted CrMo Steel with Lowrider Mounts, Rack &amp; Fender Eyelets</li>
  <li><strong>Brakes:</strong> Tektro Spyre-C Mechanical Disc, 160mm rotors</li>
  <li><strong>Rims:</strong> Marin Aluminum Double Wall, Disc Specific</li>
  <li><strong>Tires:</strong> Vee Tire Co. Quickstyx 700/650 x 45, clearance up to 45mm both wheel sizes</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Series 1 4130 CrMo Steel, Size-Specific Wheels (XS/S = 650B, M/L/XL = 700C), Biometric Touring Geometry, Fender &amp; Rack Mounts, Disc Mount, Six Bottle Mounts, Plentiful Gear Mounts</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>Butted CrMo Steel with Lowrider Mounts, Rack &amp; Fender Eyelets</td>
    </tr>
    <tr>
      <td><strong>Drivetrain (2024+)</strong></td>
      <td>MicroShift Sword 2x9 (46/29T chainrings, 11-38T cassette)</td>
    </tr>
    <tr>
      <td><strong>Drivetrain (older)</strong></td>
      <td>Shimano Sora 3x9</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>Tektro Spyre-C Mechanical Disc, 160mm rotors</td>
    </tr>
    <tr>
      <td><strong>Rims</strong></td>
      <td>Marin Aluminum Double Wall, Disc Specific</td>
    </tr>
    <tr>
      <td><strong>Tires</strong></td>
      <td>Vee Tire Co. Quickstyx 700/650 x 45, clearance up to 45mm both wheel sizes</td>
    </tr>
    <tr>
      <td><strong>Handlebar</strong></td>
      <td>Marin Butted Alloy, Compact 16° Flared Drop</td>
    </tr>
    <tr>
      <td><strong>Saddle</strong></td>
      <td>Marin MTB</td>
    </tr>
    <tr>
      <td><strong>Mounts</strong></td>
      <td>6x bottle, rack (F/R), fender, lowrider fork, top-tube (2 above/3 below)</td>
    </tr>
  </tbody>
</table>",Marin,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Touring Bike,"Bike, Marin, Touring Bike",TRUE,Active,741778002,843346139375,Size,Large,,Color,Purple,,,,,1600.00,,1069.02,TRUE,,,,,,shopify,1,DENY,14000,g,TRUE,manual,https://marinbikes.com/cdn/shop/files/2025_MARIN_BIKES_FOUR_CORNERS_1_BLACK_SIDE_grande.png?v=1753786228,1,Marin Four Corners 1 - ChainLine Cycle,,FALSE,Marin Four Corners 1 | Marin Bicycle,"Steel Adventure Tourer · 650B (XS/S) or 700C (M/L/XL) A classic steel tourer, revived and modernized. A butted 4130 CrMo frame and fork designed to be comfortable on rough roads and bomb-proof under fully loaded touring. Six bottle mounts, rack and fender eyelets, lowrider fork mounts, and dozens of",purple; green,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Adult (13+ years old),741778002,,,New,FALSE,,,,,
,marin-four-corners-1,,,,,,,,741778003,843346139382,,Extra Large,,,Purple,,,,,1600.00,,1069.02,TRUE,,,,,,shopify,1,DENY,14000,g,TRUE,manual,,,,,,,,,,,,741778003,,,,,,,,,
,marin-four-corners-1,,,,,,,,,,,Extra Large,,,Green,,,,,1600.00,,1069.02,TRUE,,,,,,shopify,1,DENY,14000,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,marin-four-corners-1,,,,,,,,741779002,843346138675,,Small,,,Green,,,,,1600.00,,1125.57,TRUE,,,,,,shopify,1,DENY,14000,g,TRUE,manual,,,,,,,,,,,,741779002,,,,,,,,,
,marin-four-corners-1,,,,,,,,741780001,843346138682,,Medium,,,Green,,,,,1600.00,,1069.02,TRUE,,,,,,shopify,2,DENY,14000,g,TRUE,manual,,,,,,,,,,,,741780001,,,,,,,,,
,marin-four-corners-1,,,,,,,,741780002,843346138736,,Large,,,Green,,,,,1600.00,,1069.02,TRUE,,,,,,shopify,2,DENY,14000,g,TRUE,manual,,,,,,,,,,,,741780002,,,,,,,,,
Marin Gestalt 2,marin-gestalt-2,"<p><em>Aluminum Gravel / Beyond Road · 700C · Black</em></p>
<p>The middle-child of the Gestalt family, and a cracking versatile machine. A Series 3 6061 aluminum frame with internal cable routing, 12x142 thru-axles, flat-mount disc, and clearance for up to 45mm tires. A full carbon fork keeps the front end smooth and light. The 2-series gets you a proper Shimano GRX 400 2x10 drivetrain with GRX hydraulic disc brakes — a genuinely capable gravel bike at an aggressive price. Tarmac and trail, rough roads and muddy commutes, bikepacking, touring — all within its wheelhouse.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Series 3 Beyond Road, 6061 Aluminum, 700C Wheels, Tapered Head Tube, Relieved BB, Internal Cable Routing, Mudguard &amp; Rack Mounts, Flat-Mount Disc, 142x12mm Thru-Axle</li>
  <li><strong>Fork:</strong> Marin Full Carbon w/ Tapered Steerer, 12mm Thru-Axle, Flat-Mount Disc, Fender Eyelets</li>
  <li><strong>Drivetrain:</strong> Shimano GRX 400 2x10-speed</li>
  <li><strong>Brakes:</strong> Shimano GRX Hydraulic Disc, flat-mount</li>
  <li><strong>Rims:</strong> Marin Aluminum Double Wall, 21mm Inner, Tubeless Compatible</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Series 3 Beyond Road, 6061 Aluminum, 700C Wheels, Tapered Head Tube, Relieved BB, Internal Cable Routing, Mudguard &amp; Rack Mounts, Flat-Mount Disc, 142x12mm Thru-Axle</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>Marin Full Carbon w/ Tapered Steerer, 12mm Thru-Axle, Flat-Mount Disc, Fender Eyelets</td>
    </tr>
    <tr>
      <td><strong>Drivetrain</strong></td>
      <td>Shimano GRX 400 2x10-speed</td>
    </tr>
    <tr>
      <td><strong>Crankset</strong></td>
      <td>Shimano GRX 46/30T</td>
    </tr>
    <tr>
      <td><strong>Cassette</strong></td>
      <td>Shimano 11-36T (or 11-34T), 10-speed</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>Shimano GRX Hydraulic Disc, flat-mount</td>
    </tr>
    <tr>
      <td><strong>Rims</strong></td>
      <td>Marin Aluminum Double Wall, 21mm Inner, Tubeless Compatible</td>
    </tr>
    <tr>
      <td><strong>Tires</strong></td>
      <td>Vee Tire Co. 700 x 35-40mm (clearance for 45mm)</td>
    </tr>
    <tr>
      <td><strong>Sizes / Color</strong></td>
      <td>52cm, 58cm / Black</td>
    </tr>
  </tbody>
</table>",Marin,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Gravel Bike,"Bike, Marin, Gravel Bike",TRUE,Active,735961005,843346120267,Size,58cm,,Color,Black,,,,,2000.00,,1248.22,TRUE,,,,,,shopify,1,DENY,10500,g,TRUE,manual,https://marinbikes.com/cdn/shop/files/2025_MARIN_BIKES_GESTALT_2_BLACK_SIDE_grande.png?v=1753870775,1,Marin Gestalt 2 Black - Black - ChainLine Cycle,,FALSE,Marin Gestalt 2 | Marin Bicycle,"Aluminum Gravel / Beyond Road · 700C · Black The middle-child of the Gestalt family, and a cracking versatile machine. A Series 3 6061 aluminum frame with internal cable routing, 12x142 thru-axles, flat-mount disc, and clearance for up to 45mm tires. A full carbon fork keeps the front end smooth and",black,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Adult (13+ years old),735961005,,,New,FALSE,,,,,
,marin-gestalt-2,,,,,,,,735961002,843346120236,,52cm,,,Black,,,,,2000.00,,1381.57,TRUE,,,,,,shopify,1,DENY,10500,g,TRUE,manual,,,,,,,,,,,,735961002,,,,,,,,,
Marin Donky Jr,marin-donky-jr,"<p><em>Kids' Bike · 20&quot; or 24&quot;</em></p>
<p>Developed with Marin Bikes Japan (yes, the CEO is a legendary BMX flatland rider nicknamed &quot;Donky&quot;), the Donky Jr. is designed from the ground up for young riders. Lightweight aluminum frame, steel fork, freewheels and handbrakes to help them transition to bigger bikes as they grow. Smooth-tread tires roll efficiently, strong linear-pull brakes stop on the proverbial dime, and real kid ergonomics (short-reach levers, integrated saddle/post) make it welcoming. 20&quot; available in single-speed or 6-speed configurations; 24&quot; comes with Shimano Tourney 6-speed.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Series 1 Aluminum, 20&quot; or 24&quot; Wheels, Replaceable Derailleur Hanger, Rim Brake</li>
  <li><strong>Fork:</strong> Steel Blade, Rim Brake</li>
  <li><strong>Brakes:</strong> Linear Pull (V-brake) Alloy, Kids' Short-Reach Levers</li>
  <li><strong>Rims:</strong> Aluminum, CNC Brake Surface</li>
  <li><strong>Tires:</strong> Marin/Vee Tire Speedster, 20x2.0&quot; or 24x2.0&quot;</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Series 1 Aluminum, 20&quot; or 24&quot; Wheels, Replaceable Derailleur Hanger, Rim Brake</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>Steel Blade, Rim Brake</td>
    </tr>
    <tr>
      <td><strong>Drivetrain (24&quot;)</strong></td>
      <td>Shimano Tourney 6-Speed w/ Revoshift twist</td>
    </tr>
    <tr>
      <td><strong>Drivetrain (20&quot;)</strong></td>
      <td>Single-speed or 6-speed (varies)</td>
    </tr>
    <tr>
      <td><strong>Crankset (24&quot;)</strong></td>
      <td>Forged Alloy, 32T, 152mm, Ring Guard</td>
    </tr>
    <tr>
      <td><strong>Crankset (20&quot;)</strong></td>
      <td>Forged Alloy, 32T, 140mm, Ring Guard</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>Linear Pull (V-brake) Alloy, Kids' Short-Reach Levers</td>
    </tr>
    <tr>
      <td><strong>Rims</strong></td>
      <td>Aluminum, CNC Brake Surface</td>
    </tr>
    <tr>
      <td><strong>Tires</strong></td>
      <td>Marin/Vee Tire Speedster, 20x2.0&quot; or 24x2.0&quot;</td>
    </tr>
    <tr>
      <td><strong>Saddle</strong></td>
      <td>Integrated Saddle/Seatpost unit</td>
    </tr>
  </tbody>
</table>",Marin,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Kids Bike,"Bike, Marin, Kids Bike, Kids",TRUE,Active,741578001,843346136619,Size,"16""",,Color,Magenta,,,,,430.00,,362.03,TRUE,,,,,,shopify,1,DENY,7000,g,TRUE,manual,https://marinbikes.com/cdn/shop/files/2025_MARIN_BIKES_DONKEY_JR_24_AQUA_BLUE_SIDE_2005a345-ce2b-4b9f-9baf-52f1bb79129a_grande.png?v=1755784888,1,Marin Donky Jr - ChainLine Cycle,,FALSE,Marin Donky Jr | Marin Bicycle,"Kids' Bike · 20&quot; or 24&quot; Developed with Marin Bikes Japan (yes, the CEO is a legendary BMX flatland rider nicknamed &quot;Donky&quot;), the Donky Jr. is designed from the ground up for young riders. Lightweight aluminum frame, steel fork, freewheels and handbrakes to help them transition to",pink; blue,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Kids,741578001,,,New,FALSE,,,,,
,marin-donky-jr,,,,,,,,741577001,843346136596,,"16""",,,Laser Blue,,,,,430.00,,324.91,TRUE,,,,,,shopify,1,DENY,7000,g,TRUE,manual,,,,,,,,,,,,741577001,,,,,,,,,
"Marin Stinson 1 LS 27.5""",marin-stinson-1-ls-27-5,"<p><em>Comfort Cruiser Step-Thru · 27.5&quot;</em></p>
<p>Step-thru / low-step variant of the Stinson 1. Same 7-speed Shimano drivetrain, same Comfort Control Geometry, same 2.0&quot; high-volume Vee Speedster tires — but with a super-low-step frame for the easiest mount and dismount possible. An ideal choice for riders with limited flexibility or anyone who just wants to hop on and go.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Series 1 Comfort, 6061 Aluminum, 27.5&quot; Wheels, Super-Low Step Design, Comfort Control Geometry, Fender &amp; Rack Mounts</li>
  <li><strong>Fork:</strong> Marin Steel Straight Blade, Disc Specific</li>
  <li><strong>Drivetrain:</strong> Shimano Tourney 7-speed, Altus RapidFire shifters, 38T alloy crank</li>
  <li><strong>Brakes:</strong> Tektro Mechanical Disc, 160mm rotors</li>
  <li><strong>Tires:</strong> Vee Speedster 27.5&quot; x 2.0&quot;</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Series 1 Comfort, 6061 Aluminum, 27.5&quot; Wheels, Super-Low Step Design, Comfort Control Geometry, Fender &amp; Rack Mounts</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>Marin Steel Straight Blade, Disc Specific</td>
    </tr>
    <tr>
      <td><strong>Drivetrain</strong></td>
      <td>Shimano Tourney 7-speed, Altus RapidFire shifters, 38T alloy crank</td>
    </tr>
    <tr>
      <td><strong>Cassette</strong></td>
      <td>SunRace 7-speed, 14-34T</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>Tektro Mechanical Disc, 160mm rotors</td>
    </tr>
    <tr>
      <td><strong>Tires</strong></td>
      <td>Vee Speedster 27.5&quot; x 2.0&quot;</td>
    </tr>
  </tbody>
</table>",Marin,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Comfort/Cruiser Bike,"Bike, Marin, Comfort/Cruiser Bike, 27.5"" wheels",TRUE,Active,,,Size,Medium,,Color,Teal,,,,,800.00,,496.00,TRUE,,,,,,shopify,1,DENY,14000,g,TRUE,manual,https://marinbikes.com/cdn/shop/files/2024_MARIN_STINSON_1_ST_BROWN_SIDE_grande.png?v=1755792592,1,Marin Stinson 1 LS - ChainLine Cycle,,FALSE,"Marin Stinson 1 LS 27.5"" | Marin Bicycle","Comfort Cruiser Step-Thru · 27.5&quot; Step-thru / low-step variant of the Stinson 1. Same 7-speed Shimano drivetrain, same Comfort Control Geometry, same 2.0&quot; high-volume Vee Speedster tires — but with a super-low-step frame for the easiest mount and dismount possible. An ideal choice for ride",blue; black,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Adult (13+ years old),,,,New,FALSE,,,,,
,marin-stinson-1-ls-27-5,,,,,,,,740415003,843346133489,,Large,,,Black,,,,,800.00,,554.91,TRUE,,,,,,shopify,1,DENY,14000,g,TRUE,manual,,,,,,,,,,,,740415003,,,,,,,,,
Pivot Switchblade Ride Eagle 70/90,pivot-switchblade-ride-eagle-70-90,"<p><em>Carbon Trail Bike · 29&quot; (Mullet capable)</em></p>
<p>The Pivot Switchblade is one of the most revered do-it-all trail bikes in the sport — light enough to pedal all day, stout enough to run a 160mm (even 170mm) fork without issue. 142mm of supple yet efficient dw-link rear travel paired with a 160mm Fox 36 Performance fork. Hollow Core carbon frame with size-specific chainstays, flip-chip geometry adjustment, and compatibility with 29&quot;, 27.5+&quot; or mullet (29&quot;F/27.5&quot;R) wheel setups. The Ride Eagle 70/90 build runs SRAM's mechanical Eagle 90 Transmission — durable, crisp, and requires no batteries.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Ultra-Light Hollow Core Carbon, 142mm rear travel, 29&quot;/Mullet/27.5+ compatible via flip chip, Size-specific chainstays, Pivot Cable Port System, SRAM UDH, BSA threaded BB, Pivot Dock Tool System compatible</li>
  <li><strong>Fork:</strong> Fox 36 Performance, 160mm travel, 44mm offset, GRIP damper</li>
  <li><strong>Rear Shock:</strong> Fox Float X Performance, 185x55mm trunnion mount, vertically mounted</li>
  <li><strong>Drivetrain:</strong> SRAM Eagle 90 T-Type Transmission, 12-speed, mechanical</li>
  <li><strong>Brakes:</strong> SRAM DB8, 4-piston</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Ultra-Light Hollow Core Carbon, 142mm rear travel, 29&quot;/Mullet/27.5+ compatible via flip chip, Size-specific chainstays, Pivot Cable Port System, SRAM UDH, BSA threaded BB, Pivot Dock Tool System compatible</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>Fox 36 Performance, 160mm travel, 44mm offset, GRIP damper</td>
    </tr>
    <tr>
      <td><strong>Rear Shock</strong></td>
      <td>Fox Float X Performance, 185x55mm trunnion mount, vertically mounted</td>
    </tr>
    <tr>
      <td><strong>Drivetrain</strong></td>
      <td>SRAM Eagle 90 T-Type Transmission, 12-speed, mechanical</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>SRAM DB8, 4-piston</td>
    </tr>
    <tr>
      <td><strong>Wheels</strong></td>
      <td>DT Swiss / Reynolds, Super Boost hubs</td>
    </tr>
    <tr>
      <td><strong>Tires</strong></td>
      <td>Maxxis Minion DHF/DHR II, 29&quot; x 2.5/2.4&quot;</td>
    </tr>
    <tr>
      <td><strong>Handlebar</strong></td>
      <td>Phoenix Race Low Rise Aluminum, 780mm (800mm on XL)</td>
    </tr>
    <tr>
      <td><strong>Headset</strong></td>
      <td>Pivot Precision, sealed cartridge</td>
    </tr>
    <tr>
      <td><strong>Stem</strong></td>
      <td>Phoenix Team Enduro</td>
    </tr>
    <tr>
      <td><strong>Geometry</strong></td>
      <td>65.5°/65.0° head angle (flip chip high/low)</td>
    </tr>
    <tr>
      <td><strong>Sizes</strong></td>
      <td>XS, S, M, L, XL</td>
    </tr>
  </tbody>
</table>",Pivot,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Mountain Bike,"Bike, Pivot, Mountain Bike",TRUE,Active,,,Size,Large,,Color,Stealth Mojave,,,,,8000.00,,5035.00,TRUE,,,,,,shopify,1,DENY,13500,g,TRUE,manual,https://cms.pivotcycles.com/wp-content/uploads/2025/11/switchbladev3-highlight-right-aurhm3my.jpg,1,Pivot Switchblade Ride Eagle 70/90 - ChainLine Cycle,,FALSE,Pivot Switchblade Ride Eagle 70/90 | Pivot Bicycle,"Carbon Trail Bike · 29&quot; (Mullet capable) The Pivot Switchblade is one of the most revered do-it-all trail bikes in the sport — light enough to pedal all day, stout enough to run a 160mm (even 170mm) fork without issue. 142mm of supple yet efficient dw-link rear travel paired with a 160mm Fox 36",black,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Adult (13+ years old),,,,New,FALSE,,,,,
